num,name,department_name,subjects,numofstudent,score_nor,same_compare,score_abor,score_retire,score_oversea,score_mt,score_out
2603,實踐大學,音樂學系(臺北校區)-弦樂,國x1.00 英x1.00 術x2.00,5,170.54,,,,,,
2604,實踐大學,音樂學系(臺北校區)-銅管樂,國x1.00 英x1.00 術x2.00,0,,,,,,,
2605,實踐大學,音樂學系(臺北校區)-木管樂,國x1.00 英x1.00 術x2.00,3,248.43,,,,,,
2606,實踐大學,服裝設計學系(臺北校區),國x2.00 英x2.00 數乙x1.00,10,358.6,,,,,,
2607,實踐大學,工業產品設計學系(臺北校區),國x1.00 英x2.00 數乙x2.00,17,345.2,,,,,,
2610,實踐大學,建築設計學系(臺北校區),國x1.00 英x2.00 數乙x2.00,17,332,,,,,,
2611,實踐大學,媒體傳達設計系數位3D動畫組,國x2.00 英x2.00 數乙x1.00,13,327.6,,,,,,
2612,實踐大學,媒體傳達設計系創意媒體組,國x2.00 英x2.00 數乙x1.00,13,332.8,,,,,,
2613,實踐大學,會計學系(臺北校區),國x2.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,35,430.3,,,,,,
2614,實踐大學,國際經營與貿易學系(臺北),國x2.00 英x2.00 數乙x1.50 歷x1.00 地x1.00,34,404.3,,,,,,
2615,實踐大學,企業管理學系(臺北校區),國x2.00 英x2.00 數乙x1.50 歷x1.00 地x1.00,18,404.3,國文69.60,413.92,,,,
2616,實踐大學,財務金融學系(臺北校區),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,27,331.2,,,,,,
2617,實踐大學,風險管理與保險學系(臺北),國x2.00 歷x1.00 地x1.00,29,259.9,國文71.20,,,,,
2620,實踐大學,應用外語學系(臺北校區),國x1.50 英x2.00 歷x1.00,31,258.4,,291.16,,,,
2621,實踐大學,資訊科技與管理學系(臺北),國x1.75 英x2.00 數乙x2.00,33,308.9,,,,,,
2622,實踐大學,管理學院國際企業學位學程,國x1.00 英x2.00 數乙x1.00,10,229.3,,,,,,
2623,實踐大學,國際貿易學系(高雄校區),國x2.00 英x2.00 歷x1.00 地x1.00,27,304.6,,,,,,
2624,實踐大學,會計暨稅務學系財富管理組,國x2.00 英x1.00 歷x1.00,12,218.45,,,,,,
2625,實踐大學,會計暨稅務學系科技應用組,國x2.00 英x1.00 數乙x1.00,12,212.8,,,,,,
2626,實踐大學,金融管理系投資操作組(高雄),國x2.00 歷x2.00 地x1.75,5,354.9,,,,,,
2627,實踐大學,金融管理系金融科技組(高雄),國x2.00 歷x2.00 地x1.75,5,334.8,,,,,,
2630,實踐大學,金融管理系數位行銷組(高雄),國x2.00 歷x2.00 地x1.75,4,340.9,,,,,,
2631,實踐大學,國際企業管理學系(高雄校區),國x2.00 歷x1.00 公x1.00,9,259.8,,312.08,,,,
2632,實踐大學,國際企業管理學系日韓商務組,國x2.00 歷x1.00 公x1.00,10,254.8,,254.84,,,,
2633,實踐大學,行銷管理學系(高雄校區),國x2.00 英x1.00 歷x2.00 地x2.00,20,375.1,,,,,,
2634,實踐大學,電腦動畫學士學位學程(高雄),國x2.00 英x2.00 數乙x1.75,10,289.55,,,,,,
2635,實踐大學,資訊管理系數位金融組(高雄),國x2.00 英x1.75 數乙x2.00,16,293.78,,,,,,
2636,實踐大學,資訊管理系資訊應用組(高雄),國x2.00 英x1.75 數甲x2.00,17,256.3,,,,,,
2637,實踐大學,資訊科技與通訊系App設計組,國x2.00 英x2.00 數乙x1.75,14,289.7,,,,,,
2640,實踐大學,資訊科技與通訊系人工智慧組,國x2.00 英x2.00 數甲x1.75,14,272.2,,,,,,
2641,實踐大學,資訊科技與通訊系無人機組,國x2.00 英x2.00 數甲x1.75,14,259.7,,,,,,
2642,實踐大學,資訊模擬與設計系電腦動畫組,國x2.00 歷x1.75 地x1.75,11,311.93,,,,,,
2643,實踐大學,資訊模擬與設計系互動遊戲組,國x2.00 歷x1.75 地x1.75,10,306.85,,,,,,
2644,實踐大學,資訊模擬設計系AR/VR科技組,國x2.00 英x1.00 數乙x1.00,10,213,,,,,,
2645,實踐大學,觀光管理學系(高雄校區),國x2.00 英x1.00 歷x2.00,51,249.5,,,,,,
2646,實踐大學,休閒產業管理學系(高雄校區),國x2.00 英x1.75 公x2.00,14,307.28,,,,,,
2647,實踐大學,應用中文系文創設計組(高雄),國x2.00 歷x1.50 地x1.50 公x1.00,8,346.9,,,,,,
2650,實踐大學,應用中文系劇本創作組(高雄),國x2.00 歷x1.50 地x1.50 公x1.00,7,344.55,,,,,,
2651,實踐大學,應用中文系文化傳播組(高雄),國x2.00 歷x1.50 地x1.50,8,297.2,,,,,,
2652,實踐大學,應用英語學系(高雄校區),英x1.00 歷x2.00 公x2.00,27,265,,276.58,,,,
2653,實踐大學,應用日文學系(高雄校區),國x1.00 歷x2.00 公x2.00,18,311.4,,,,,,
2654,實踐大學,服飾設計與經營學系(高雄),國x2.00 英x1.00 歷x1.00,41,201.65,,,,,,
2655,實踐大學,時尚設計學系(高雄校區),國x2.00 英x1.50 歷x1.00,36,222.3,,267.1,,,,
2656,長榮大學,企業管理學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,25,386.9,,,,,,
2657,長榮大學,國際企業學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,29,386.1,,,,,,
2660,長榮大學,會計資訊學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,14,398.35,,,,,,
2661,長榮大學,航運管理學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x2.00,32,397.3,,,,,,
2662,長榮大學,土地管理與開發學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,19,383.9,,,,,,
2663,長榮大學,財務金融學系,國x2.00 英x1.00 數乙x1.00,17,220.2,,,,,,
2664,長榮大學,創新應用管理學系,國x2.00 英x1.00 歷x2.00 地x2.00,18,322.5,,,,,,
2665,長榮大學,觀光與餐飲管理學系,國x2.00 英x1.00 數乙x1.00,35,192.75,,,,,,
2666,長榮大學,國際會展管理學士學位學程,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,22,330.45,,,,,,
2667,長榮大學,不動產財務金融學士學位學程,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,13,355.6,,,,,,
2670,長榮大學,醫務管理系(醫院經營管理組),國x2.00 英x2.00 歷x2.00 地x1.00,7,356.6,,388.73,,,,
2671,長榮大學,醫務管理系(長照機構管理組),國x2.00 英x2.00 數乙x2.00 地x1.00,10,305.8,,,,,,
2672,長榮大學,醫務管理系(健康資訊管理組),國x1.50 英x1.50 數乙x2.00,5,264.28,,,,,,
2673,長榮大學,護理學系,國x1.00 英x2.00 生x2.00,58,257.7,,261.08,,,,
2674,長榮大學,生物科技學系,國x2.00 英x1.00 數甲x1.00 化x2.00 生x2.00,21,370.75,,,,,,
2675,長榮大學,健康心理學系,國x2.00 英x2.00 數甲x1.00 化x1.00 生x2.00,17,387.5,,,,,,
2676,長榮大學,保健營養學系,國x2.00 英x1.00 數甲x1.00 化x2.00 生x2.00,24,378.8,,,,,,
2677,長榮大學,醫藥科學產業學系,國x2.00 英x1.75 數甲x1.50,18,245.64,,,,,,
2700,長榮大學,醫社暨康照學程(健康照護組),國x2.00 英x2.00 生x1.00,8,252.9,,,,,,
2701,長榮大學,醫社暨康照學程(社會工作組),國x2.00 英x2.00 歷x1.00 地x1.00,16,271,,285.09,,,,
2702,長榮大學,蘭花產業應用學程(行銷組),國x2.00 英x2.00 歷x2.00 地x1.00,10,280.1,,,,,,
2703,長榮大學,蘭花產業應用學程(創意組),國x2.00 英x2.00 生x1.00,9,221.1,,,,,,
2704,長榮大學,職業安全與衛生學系(自然組),國x2.00 英x2.00 數甲x1.00 化x2.00,10,301,,,,,,
2705,長榮大學,職業安全與衛生學系(社會組),國x2.00 英x1.00 歷x2.00 地x2.00,27,319.4,,367.62,,,,
2706,長榮大學,環境與食安檢驗學程(環檢組),國x2.00 英x1.00 數甲x2.00 化x2.00,7,309.2,,,,,,
2707,長榮大學,環境與食安檢驗學程(食檢組),國x2.00 英x1.00 數甲x2.00 生x2.00,9,333.05,,,,,,
2710,長榮大學,環境與食安檢驗學程(安管組),國x2.00 英x1.00 歷x2.00 地x2.00,13,335.2,,,,,,
2711,長榮大學,消防安全學位學程(自然組),國x2.00 英x2.00 數甲x1.00 化x2.00,7,290,,,,,,
2712,長榮大學,消防安全學位學程(社會組),國x2.00 英x1.00 歷x2.00 地x2.00,5,341.8,,,,,,
2713,長榮大學,綠能與環境資源學系(自然組),國x2.00 英x2.00 數甲x2.00 物x1.00,8,287.9,,,,,,
2714,長榮大學,綠能與環境資源學系(社會組),國x2.00 英x1.00 歷x2.00 地x2.00,5,362,,,,,,
2715,長榮大學,大眾傳播學系,國x2.00 英x1.00 歷x2.00 地x1.00,33,309.3,,,,,,
2716,長榮大學,翻譯學系,國x2.00 英x2.00 歷x2.00 地x1.00,16,334,,,,,,
2717,長榮大學,社會工作學系,國x2.00 英x1.00 歷x1.50 地x1.00 公x2.00,10,450.4,公民72.00,,,,,
2720,長榮大學,社會工作系(高齡福利服務組),國x2.00 英x1.00 歷x1.50 地x1.00 公x2.00,5,432.65,,,,,,
2721,長榮大學,社會工作系(兒少家庭服務組),國x2.00 英x1.00 歷x1.50 地x1.00 公x2.00,6,435.45,,,,,,
2722,長榮大學,應用日語學系,國x2.00 英x2.00 歷x2.00 地x1.00 公x1.00,15,415.9,,,,,,
2723,長榮大學,應用哲學系(公共參與組),國x2.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,9,274.55,,,,,,
2724,長榮大學,應用哲學系(社會關懷組),國x1.00 英x1.00 數乙x1.00 歷x1.00 公x2.00,5,281.75,,,,,,
2725,長榮大學,東南亞文化產業學士學位學程,國x1.00 英x1.00 歷x2.00 地x2.00,14,281.6,歷史52.50,,,,,
2726,長榮大學,運動競技學系,國x2.00 歷x2.00 地x1.00,14,236.6,,,,,,
2727,長榮大學,美術學系,國x2.00 英x1.00 歷x1.50 地x1.00,17,246.4,,,,,,
2730,長榮大學,書畫藝術學系(甲組),國x2.00 英x1.00 術x2.00,6,269.75,,,,,,
2731,長榮大學,書畫藝術學系(乙組),國x2.00 英x1.00 歷x1.00,9,188.45,,,,,,
2732,長榮大學,台灣文創產業學士學位學程,國x1.50 歷x2.00 地x2.00,13,263.6,,,,,,
2733,長榮大學,媒體設計科技學系,國x2.00 英x2.00 數乙x1.00 歷x2.00,9,311.6,國文56.80,,,,,
2734,長榮大學,資訊暨設計學院資訊管理組,國x2.00 數乙x1.00 歷x2.00 地x2.00,27,304.8,,,,,,
2735,長榮大學,資訊暨設計學院資訊工程組,國x2.00 英x1.75 數甲x2.00,35,244.21,,,,,,
2736,長榮大學,資訊暨設計學院數位設計組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,17,330.15,,,,,,
2737,長榮大學,資訊暨設計學院互動設計組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,17,313.5,,,,,,
2740,長榮大學,資訊暨設計學院學士班,國x2.00 英x1.00 數甲x2.00,15,214.6,,,,,,
2741,國立臺灣藝術大學,美術學系,國x1.00 英x1.00 術x2.00,9,238.4,,,,,,
2742,國立臺灣藝術大學,書畫藝術學系,國x1.00 英x1.00 歷x1.00 術x2.00,12,317.15,,,,,,
2743,國立臺灣藝術大學,雕塑學系(男),國x2.00 英x1.50 歷x1.00 術x2.00,9,368.85,,,,,,
2744,國立臺灣藝術大學,雕塑學系(女),國x2.00 英x1.50 歷x1.00 術x2.00,8,398.9,,,,,,
2745,國立臺灣藝術大學,古蹟藝術修護學系,國x1.50 歷x2.00 術x1.75,15,338.81,,,,,,
2746,國立臺灣藝術大學,視覺傳達設計學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,15,516.6,,,,,,
2747,國立臺灣藝術大學,工藝設計學系(男),國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,9,418.1,,,,,,
2750,國立臺灣藝術大學,工藝設計學系(女),國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,8,498.6,,,,,,
2751,國立臺灣藝術大學,多媒體動畫藝術學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 術x2.00,14,548.3,,,,,,
2752,國立臺灣藝術大學,圖文傳播藝術學系,國x1.50 英x2.00 數乙x2.00,20,431.1,,,,,,
2753,國立臺灣藝術大學,廣播電視學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,21,454.98,,,,,,
2754,國立臺灣藝術大學,電影學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,22,534.8,,,,,,
2755,國立臺灣藝術大學,戲劇學系(男),國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,9,498.1,,,,,,
2756,國立臺灣藝術大學,戲劇學系(女),國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,8,516.7,,,,,,
2757,國立臺灣藝術大學,音樂學系,國x1.00 英x1.00 術x2.00,10,273.78,,,,,,
2760,國立暨南國際大學,中國語文學系,國x2.00 英x1.25 歷x1.75 地x1.00,18,407.2,,,,,,
2761,國立暨南國際大學,外國語文學系,國x1.00 英x1.50 歷x1.00 地x1.00,28,303.48,,,,,,
2762,國立暨南國際大學,社會政策與社會工作學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.50,12,437.08,,,,,,
2763,國立暨南國際大學,公共行政與政策學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 公x1.00,26,354.44,,,,,,
2764,國立暨南國際大學,歷史學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.00,34,316.46,,344.76,,,,
2765,國立暨南國際大學,東南亞學系,英x1.50 歷x1.25 地x1.00 公x1.00,15,314.15,,,,,,
2766,國立暨南國際大學,國際企業學系,國x1.00 英x2.00 數乙x1.50,21,315.2,,,,,,
2767,國立暨南國際大學,經濟學系,國x1.00 英x2.00 數乙x2.00,17,346.3,,,,,,
2770,國立暨南國際大學,資訊管理學系,國x1.75 英x2.00 數乙x2.00,31,402.6,,,,,,
2771,國立暨南國際大學,財務金融學系,國x1.00 英x2.00 數乙x2.00,23,361.8,,,,,,
2772,國立暨南國際大學,觀光休閒與餐旅管理系觀光組,國x2.00 英x2.00 數乙x1.50,8,350.5,,,,,,
2773,國立暨南國際大學,觀光休閒與餐旅管理系餐旅組,國x2.00 英x2.00 數乙x1.50,8,351.9,,,,,,
2774,國立暨南國際大學,管理學院學士班,國x1.00 英x1.00 數乙x1.50,13,241.6,,,,,,
2775,國立暨南國際大學,國際文教與比較教育學系,國x1.50 英x2.00 數乙x1.00,12,297.7,,,,,,
2776,國立暨南國際大學,教育政策與行政學系,國x1.50 英x2.00 公x1.50,10,358,,,,,,
2777,國立暨南國際大學,諮商心理與人資發展系諮商組,國x1.50 英x1.50 數乙x1.50 公x1.00,6,391.13,,410.17,,,,
3000,國立暨南國際大學,諮商與人資發展系人資發展組,國x1.25 英x1.50 數乙x1.25 公x1.00,8,336.83,,,,,,
3001,國立暨南國際大學,資訊工程學系,國x1.00 英x2.00 數甲x2.00 物x1.00 化x1.00,21,413.9,,,,,,
3002,國立暨南國際大學,土木工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,29,415.6,,,,,,
3003,國立暨南國際大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.50 化x1.00,25,333.65,,,,,,
3004,國立暨南國際大學,應用化學系,國x1.00 英x2.00 數甲x2.00 物x1.00 化x2.00,25,449.7,,,,,,
3005,國立暨南國際大學,應用材料及光電工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,22,454.5,,,,,,
3006,南華大學,財務金融學系,國x2.00 英x2.00 數乙x1.75,19,275.2,,,,,,
3007,南華大學,企業管理學系經營管理組,國x2.00 英x1.75 歷x2.00,8,291.14,,,,,,
3010,南華大學,企業管理學系行銷與創業組,國x2.00 英x1.75 歷x2.00,8,282.25,,,,,,
3011,南華大學,文化創意事業管理學系,國x2.00 歷x2.00 地x1.75,7,292.15,,,,,,
3012,南華大學,旅遊管理學系,國x2.00 歷x2.00 地x1.75,10,290.3,,,,,,
3013,南華大學,生死學系社會工作組,國x2.00 英x2.00 數乙x1.75,12,234.8,,,,,,
3014,南華大學,生死學系殯葬服務組,國x2.00 英x2.00 數乙x1.75,8,255.75,,,,,,
3015,南華大學,生死學系諮商組,國x2.00 英x2.00 數乙x1.75,4,269.65,,,,,,
3016,南華大學,幼兒教育學系,國x2.00 英x2.00 歷x1.75,14,262.55,,279.16,,,,
3017,南華大學,文學系,國x2.00 歷x2.00 地x1.75,13,283.1,,285.94,,,,
3020,南華大學,外國語文學系,國x2.00 英x2.00 數乙x1.75,15,257.3,,,,,,
3021,南華大學,應用社會學系社會學組,國x2.00 英x2.00 歷x1.75,3,266.25,,,,,,
3022,南華大學,應用社會學系社會工作組,國x2.00 英x2.00 歷x1.75,5,271.93,,282.74,,,,
3023,南華大學,傳播學系,國x2.00 英x1.75 歷x2.00,6,276.71,,,,,,
3024,南華大學,國際事務與企業學系,國x2.00 英x1.75 歷x2.00,21,263.8,,,,,,
3025,南華大學,建築與景觀學系社會組,國x2.00 英x2.00 數乙x1.75,2,296.6,,,,,,
3026,南華大學,建築與景觀學系自然組,國x2.00 英x2.00 數甲x1.75,3,297.6,,,,,,
3027,南華大學,資訊工程學系社會組,國x2.00 英x1.75 數乙x2.00,5,290.95,,,,,,
3030,南華大學,資訊工程學系自然組,國x2.00 英x1.75 數甲x2.00,18,261.29,,,,,,
3031,南華大學,資訊工程學系智慧產業樂齡組,國x2.00 英x1.75 數乙x2.00,5,257.14,,,,,,
3032,南華大學,自然生物科技學系,國x2.00 英x1.75 生x2.00,30,276.18,,,,,,
3033,南華大學,資訊管理學系資訊管理組,國x2.00 歷x2.00 地x1.75,10,282.3,,,,,,
3034,南華大學,資訊管理系多媒體行動商務組,國x2.00 歷x2.00 地x1.75,9,287.6,,,,,,
3035,國立臺灣體育運動大學,體育學系,國x2.00 英x1.75 術x2.00,17,325.52,,,,,,
3036,國立臺灣體育運動大學,休閒運動學系,國x2.00 英x1.75 歷x1.00 地x1.00 術x2.00,6,413.59,,,,,,
3037,國立臺灣體育運動大學,運動事業管理學系,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,14,454.3,,,,,,
3040,國立臺灣體育運動大學,運動健康科學系,國x1.00 英x2.00 物x1.00 化x1.50 生x2.00,16,374.7,,,,,,
3041,國立臺灣體育運動大學,運動資訊與傳播學系(傳播組),國x2.00 英x2.00 歷x1.75 地x1.00,4,489.63,,,,,,
3042,國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),國x2.00 英x1.75 數甲x1.00 物x1.50,7,335.38,,,335.6,,,
3043,國立臺南藝術大學,藝術史學系,國x1.00 英x1.50 歷x1.00 地x1.00 公x1.00,21,342.18,,391.37,,,,
3044,國立臺南藝術大學,應用音樂學系,國x1.50 英x1.50 歷x1.00 地x1.00,11,340.13,,,,,,
3045,國立臺南藝術大學,材質創作與設計系,國x1.50 英x1.50 歷x1.00 術x2.00,11,355.13,,,,,,
3046,玄奘大學,社會工作學系,國x2.00 歷x2.00 地x1.75,34,271,,,,,,
3047,玄奘大學,應用心理學系,國x2.00 歷x2.00 地x1.75,20,288.3,,296.56,,,,
3050,玄奘大學,法律學系,國x2.00 歷x2.00 地x1.75,31,288.7,,330.69,,,,
3051,玄奘大學,大眾傳播學系,國x2.00 英x1.00 歷x2.00 地x2.00,37,293.3,,,,,,
3052,玄奘大學,視覺傳達設計學系廣告設計組,國x2.00 英x1.00 歷x2.00 地x2.00,19,285.1,,,,,,
3053,玄奘大學,視覺傳達設計學系數位媒體組,國x2.00 英x1.00 歷x2.00 地x2.00,20,269.6,,,,,,
3054,玄奘大學,時尚設計學系,國x2.00 英x1.00 歷x2.00 地x2.00,17,274.4,,,,,,
3055,玄奘大學,應用日語學系,國x2.00 英x1.00 歷x2.00 地x2.00,21,289.2,,,,,,
3056,玄奘大學,餐旅管理學系,國x2.00 英x1.00 歷x2.00 地x2.00,30,273.42,,,,,,
3057,真理大學,工業管理與經營資訊學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,61,329.6,國文54.80,,,,,
3060,真理大學,企業管理學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,29,377.9,,,,,,
3061,真理大學,資訊管理學系資管應用組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,20,354.85,,,,,,
3062,真理大學,資訊管理學系創新實務組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,10,354.45,,,,,,
3063,真理大學,資訊管理學系電子商務組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,11,350.8,國文54.00,,,,,
3064,真理大學,法律學系,國x2.00 歷x1.50 公x2.00,55,342.2,,,,,,
3065,真理大學,會計資訊學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,39,360.6,,,,,,
3066,真理大學,財務金融學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,38,369.3,,,,,,
3067,真理大學,國際貿易學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,41,360.95,,,,,,
3070,真理大學,理財與稅務規劃學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,19,354.4,,,,,,
3071,真理大學,經濟學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,44,355,,361.41,,,,
3072,真理大學,觀光事業學系,國x1.00 英x1.00 歷x2.00 地x2.00,31,285.85,,,,,,
3073,真理大學,觀光數位知識學系,國x2.00 英x1.75 數乙x2.00,35,237.23,,,,,,
3074,真理大學,人文與資訊學系,國x2.00 英x1.00 歷x2.00,13,253.5,歷史58.30,,,,,
3075,真理大學,英美語文學系,國x2.00 英x2.00 歷x1.00 地x2.00,43,319.4,,,,,,
3076,真理大學,應用日語學系,國x2.00 英x1.00 歷x1.00,29,209.65,國文60.40,255.25,,,,
3077,真理大學,台灣文學系,國x2.00 歷x1.50 地x1.50,28,261.2,,275.84,274,,,
3100,真理大學,音樂應用學系-演奏教學組,國x1.50 英x1.50 術x2.00,5,177.02,,,,,,
3101,真理大學,音樂應用學系-行政管理組,國x2.00 英x1.50 歷x1.00,13,219.7,,225.51,,,,
3102,真理大學,統計資訊與精算系統計精算組,國x2.00 英x2.00 數乙x1.75,23,253.15,,,,,,
3103,真理大學,統計資訊與精算系大數據組,國x2.00 英x1.75 數乙x2.00,22,251.1,,,,,,
3104,真理大學,資訊工程學系乙組,國x2.00 數乙x1.00 歷x2.00 公x2.00,26,349,,,,,,
3105,真理大學,資訊工程學系甲組,國x2.00 數乙x1.00 歷x2.00 地x2.00,10,329.8,,,,,,
3106,真理大學,運動管理學系,國x2.00 英x2.00 數乙x1.50,38,224.8,,,255,,,
3107,真理大學,運動資訊傳播學系,國x2.00 英x2.00 數乙x1.00 歷x2.00,28,288.8,,,,,,
3110,真理大學,航空事業學系,國x2.00 英x2.00 數乙x1.00 地x1.00,20,263.3,,,,,,
3111,國立臺北大學,法律學系法學組,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,27,488.3,,492.83,,,,
3112,國立臺北大學,法律學系司法組,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,29,492.2,,502.57,,,,
3113,國立臺北大學,法律學系財經法組,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,26,495.63,,,,,,
3114,國立臺北大學,企業管理學系,國x1.50 英x2.00 數乙x2.00,35,451,,,,,,
3115,國立臺北大學,金融與合作經營學系,國x1.00 英x2.00 數乙x2.00,14,425.7,,,,,,
3116,國立臺北大學,會計學系,國x1.00 英x2.00 數乙x1.50,63,371.9,,,,,,
3117,國立臺北大學,統計學系,國x1.00 英x1.25 數乙x1.50,32,310.85,,,,,,
3120,國立臺北大學,休閒運動管理學系,國x1.50 英x2.00 數乙x2.00,4,446.9,,,,,,
3121,國立臺北大學,公共行政暨政策學系,國x1.50 英x1.50 數乙x1.00 公x1.50,44,441.75,,,,,,
3122,國立臺北大學,財政學系,國x1.25 英x1.50 數乙x1.50 歷x1.00 地x1.00,29,498.33,,,,,,
3123,國立臺北大學,不動產與城鄉環境學系,國x1.00 英x1.50 數乙x1.50 地x1.00,38,394.63,,,,,,
3124,國立臺北大學,經濟學系,國x1.00 英x1.50 數乙x1.50,63,328.25,,,,,,
3125,國立臺北大學,社會學系,國x1.00 英x1.50 數乙x1.00,21,280.15,,,,,,
3126,國立臺北大學,社會工作學系,國x1.50 英x1.25 數乙x1.00 歷x1.00 公x1.25,29,465.09,,,,,,
3127,國立臺北大學,中國文學系,國x2.00 英x1.50 歷x1.25 地x1.00,27,450.33,,,,,,
3130,國立臺北大學,應用外語學系,國x1.50 英x2.00 歷x1.00 地x1.00,20,441.1,,,,,,
3131,國立臺北大學,歷史學系,國x1.25 英x1.25 歷x1.50 地x1.00 公x1.00,14,477.76,,488.71,,,,
3132,國立臺北大學,資訊工程學系,國x1.00 英x1.25 數甲x1.50 物x1.25 化x1.00,23,413.44,,,,,,
3133,國立臺北大學,通訊工程學系,國x1.00 英x1.25 數甲x1.50 物x1.25 化x1.00,3,411.41,,,,,,
3134,國立臺北大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,8,352.8,,,,,,
3135,國立嘉義大學,教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,26,424.38,,445.78,,,,
3136,國立嘉義大學,輔導與諮商學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,25,449.3,,,,,,
3137,國立嘉義大學,體育與健康休閒學系,國x2.00 英x2.00 數乙x2.00 術x1.00,12,316.58,,,,,,
3140,國立嘉義大學,特殊教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,14,400.13,,,,,,
3141,國立嘉義大學,幼兒教育學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,19,374.18,,389.37,,,,
3142,國立嘉義大學,數位學習設計管理系(社會組),國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,8,441.75,,,,,,
3143,國立嘉義大學,數位學習設計管理系(自然組),國x2.00 英x2.00 數甲x1.50,8,344.6,,,,,,
3144,國立嘉義大學,中國文學系,國x2.00 英x1.00 數乙x1.00 歷x1.50 地x1.00,25,426.1,,,,,,
3145,國立嘉義大學,視覺藝術學系,國x2.00 英x1.50 歷x1.00 地x1.00 術x2.00,32,401.85,,,,,,
3146,國立嘉義大學,應用歷史學系,國x1.25 英x1.00 歷x1.50 地x1.25,27,342.7,,352.39,,,,
3147,國立嘉義大學,外國語言學系英語教學組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,26,391.48,,,,,,
3150,國立嘉義大學,外國語言學系應用外語組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,34,407.23,,,,,,
3151,國立嘉義大學,音樂學系(自費)-鋼琴,國x1.00 英x1.00 術x2.00,2,212.82,,,,,,
3152,國立嘉義大學,音樂學系(自費)-綜合樂器,國x1.00 英x1.00 術x2.00,13,215.55,,,,,,
3153,國立嘉義大學,音樂學系(公費)-臺南市,國x1.00 英x1.00 術x2.00,1,319.98,,,,,,
3154,國立嘉義大學,企業管理學系,國x2.00 英x1.50 數乙x2.00 歷x1.00 地x1.00,24,526.63,,533.12,,,,
3155,國立嘉義大學,應用經濟學系,國x1.00 英x1.50 數乙x1.50,23,296.78,,,,,,
3156,國立嘉義大學,生物事業管理學系,國x1.00 英x1.50 數乙x1.00,19,234.7,,,,,,
3157,國立嘉義大學,資訊管理學系(自然組),國x1.00 英x1.50 數甲x2.00,10,284.5,,,,,,
3160,國立嘉義大學,資訊管理學系(社會組),國x1.00 英x1.50 數乙x2.00,10,342.83,,,,,,
